genome_id,genome_name,antibiotic,phenotype,measurement,measurement_sign,measurement_value,measurement_unit,testing_standard,testing_standard_year,genome_status,genome_quality,contigs,size,gc_content,contig_n50,check_m_completeness,check_m_contamination,genome_quality_flags,strain,isolation_country,collection_year,host_name,isolation_source
573.55087,Klebsiella pneumoniae KP161637,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5561424,57.14743,5434047,100,NA,NA,KP161637,China,2022,Homo sapiens,Bronchoalveolar lavage fluid
573.55088,Klebsiella pneumoniae SH22PE16,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5521607,57.247192,5106356,100,NA,NA,SH22PE16,China,2022,NA,pig feed
573.55089,Klebsiella pneumoniae KpBSB53,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5373079,57.360035,5230755,99.9,NA,NA,KpBSB53,Brazil,2016,Homo sapiens,tracheal aspiration
573.55104,Klebsiella pneumoniae SC-KP585,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5517216,57.102715,5320179,99.9,15.7,NA,SC-KP585,Taiwan,2021,Homo sapiens,urine
573.55199,Klebsiella pneumoniae Z,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5354836,57.390327,5354836,100,0.1,NA,Z,USA,2019,NA,"Isolated as a contaminant in the Zeilstra-Ryalls lab, Bowling Green State University."
573.55224,Klebsiella pneumoniae KP21300,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5867974,56.607,5262697,100,NA,NA,KP21300,China,2016,Homo sapiens,NA
573.55225,Klebsiella pneumoniae KP21317,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5784286,56.999775,5485501,100,0.1,NA,KP21317,China,2018,Homo sapiens,NA
573.55226,Klebsiella pneumoniae H53,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5542220,57.14129,5317861,100,NA,NA,H53,Spain,2012,Homo sapiens,Human gut
573.55227,Klebsiella pneumoniae K147,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5448827,57.160686,5171383,100,NA,NA,K147,Spain,2015,Homo sapiens,Human gut
573.55228,Klebsiella pneumoniae KP21315,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5746927,57.024754,5285752,100,NA,NA,KP21315,China,2017,Homo sapiens,NA
573.5523,Klebsiella pneumoniae KPN6328,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5631743,57.276497,5467248,100,0.1,NA,KPN6328,China,2022,NA,blood
573.55235,Klebsiella pneumoniae BAK085,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5592970,57.180855,5325886,99.8,NA,NA,BAK085,Singapore,NA,Homo sapiens,urine
573.55236,Klebsiella pneumoniae K82,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5758229,56.687378,5221001,100,0.2,NA,K82,China,2016,Homo sapiens,urine
573.55255,Klebsiella pneumoniae WYKP586,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5890313,57.00687,5460052,100,NA,NA,WYKP586,China,2022,Homo sapiens,sputum
573.55256,Klebsiella pneumoniae WYKP589,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5895536,56.985897,5465951,100,NA,NA,WYKP589,China,2022,Homo sapiens,sputum
573.55258,Klebsiella pneumoniae WYKP594,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5897553,56.98333,5466795,100,NA,NA,WYKP594,China,2022,Homo sapiens,sputum
573.55264,Klebsiella pneumoniae VA833,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,7,5997469,56.802563,5458013,100,3.3,NA,VA833,Chile,2019,Homo sapiens,Isolated from blood of an 54 years old female
573.55265,Klebsiella pneumoniae GYB02,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5600874,57.158134,5277460,100,0.2,NA,GYB02,China,2022,Homo sapiens,Ascitic fluid
573.55267,Klebsiella pneumoniae VA684,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,7,5775575,56.780426,5176823,100,NA,NA,VA684,Chile,2019,Homo sapiens,Isolated from catheter blood of an 15 years old female
573.55268,Klebsiella pneumoniae VA569,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5710320,57.12974,5584676,100,NA,NA,VA569,Chile,2019,Homo sapiens,Isolated from peritoneal fluid of a 79 years old male
573.55269,Klebsiella pneumoniae VA681,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5554568,57.143147,5250844,100,0.2,NA,VA681,Chile,2019,Homo sapiens,Isolated from an abscess of an 32 years old female
573.5527,Klebsiella pneumoniae VA591,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5653497,57.17898,5430590,100,NA,NA,VA591,Chile,2019,Homo sapiens,Isolated from blood of a 29 years old male
573.55271,Klebsiella pneumoniae VA564,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5718217,57.004936,5406546,100,NA,NA,VA564,Chile,2019,Homo sapiens,Isolated from blood of a 79 years old male
573.55272,Klebsiella pneumoniae VA172,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5403938,57.440277,5246520,100,NA,NA,VA172,Chile,2019,Homo sapiens,Isolated from bone tissue of a 71 years old male
573.55273,Klebsiella pneumoniae VA32,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5730122,57.16613,5286512,100,NA,NA,VA32,Chile,2019,Homo sapiens,Isolated from bronchoalveolar lavage of an 81 years old female
573.55274,Klebsiella pneumoniae VA04,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5762453,56.982574,5456744,99.9,NA,NA,VA04,Chile,2018,Homo sapiens,Isolated from cerebrospinal fluid of a 36 years old male
573.55275,Klebsiella pneumoniae VA126,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5757426,56.984596,5121870,100,NA,NA,VA126,Chile,2019,Homo sapiens,Isolated from blood of a 33 years old male
573.56157,Klebsiella pneumoniae YZ22CS072,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5545157,57.237892,5200907,100,0.1,NA,YZ22CS072,China,2022,Chicken,chicken intestinal contents
573.56249,Klebsiella pneumoniae CPO109,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5393684,56.685226,5393684,88.5,NA,NA,CPO109,Australia,2008,Homo sapiens,Skin and soft tissue
573.5625,Klebsiella pneumoniae AHM21C2836KI,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5472980,56.934612,5206219,100,NA,NA,AHM21C2836KI,China,2021,NA,chicken feces
573.56251,Klebsiella pneumoniae KPN_SINK_001,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5814280,56.78495,5456289,100,NA,NA,KPN_SINK_001,Israel,2018,NA,Sink
573.56314,Klebsiella pneumoniae YZ22CS070,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5545071,57.23768,5200817,100,0.1,NA,YZ22CS070,China,2022,Chicken,chicken intestinal contents
573.56315,Klebsiella pneumoniae SBH193,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,6048400,56.57025,5465190,100,0.2,NA,SBH193,China,2022,Homo sapiens,patient urine
573.56316,Klebsiella pneumoniae 2021CK-00720,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5632733,56.9204,5397259,100,0.2,NA,2021CK-00720,USA,2021,Homo sapiens,blood
573.56358,Klebsiella pneumoniae 130128,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5833303,57.082977,5457284,99.6,NA,NA,130128,China,2018,Homo sapiens,rectal swab
573.56386,Klebsiella pneumoniae KP0714,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5784373,56.934692,5440573,100,NA,NA,KP0714,China,2021,Homo sapiens,blood
573.564,Klebsiella pneumoniae BA11088,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,9,5555316,57.11349,5340134,100,NA,NA,BA11088,India,2020,Homo sapiens,blood
573.56436,Klebsiella pneumoniae Mu1413,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5667507,57.03222,5304985,100,NA,NA,Mu1413,USA,NA,Homo sapiens,urine
573.56437,Klebsiella pneumoniae AHM8C161BI,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,10,6184139,56.40884,5296764,100,0.1,NA,AHM8C161BI,China,2018,NA,chicken feces
573.56485,Klebsiella pneumoniae YZ22CS094,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5739016,57.080482,5345654,100,0.1,NA,YZ22CS094,China,2022,Chicken,chicken intestinal contents
573.56486,Klebsiella pneumoniae YZ22PK089,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5512388,57.18507,5295183,100,0.2,NA,YZ22PK089,China,2022,Pig,pork
573.56487,Klebsiella pneumoniae YZ22CS089,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,7,5796934,56.919296,5455592,100,0.1,NA,YZ22CS089,China,2022,Chicken,chicken intestinal contents
573.56488,Klebsiella pneumoniae YZ22CK024,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5793411,56.696842,5304021,100,0.1,NA,YZ22CK024,China,2022,Chicken,chicken meat
573.56489,Klebsiella pneumoniae YZ22CS023,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5638843,56.882397,5270699,100,0.1,NA,YZ22CS023,China,2022,Chicken,chicken intestinal contents
573.56492,Klebsiella pneumoniae 130119,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5880899,57.032913,5425140,100,0.7,NA,130119,China,2019,Homo sapiens,tracheal secretion
573.56498,Klebsiella pneumoniae P39,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5480332,57.266495,5272223,100,0.1,NA,P39,China,2016,Homo sapiens,NA
573.56499,Klebsiella pneumoniae 2019011308,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5597635,57.12173,5370865,100,NA,NA,2019011308,China,2019,Blood,NA
573.565,Klebsiella pneumoniae TA8711,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5464897,57.24979,5319234,100,NA,NA,TA8711,Japan,2019,Homo sapiens,blood
573.56501,Klebsiella pneumoniae P20,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5469543,57.06804,5246399,100,0.2,NA,P20,China,2016,Homo sapiens,NA
573.56502,Klebsiella pneumoniae 2019010306,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5596443,57.12014,5369673,100,NA,NA,2019010306,China,2019,Homo sapiens,NA
573.56503,Klebsiella pneumoniae 16HN-35,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5816532,56.937294,5446472,100,0.2,NA,16HN-35,China,2016,NA,sputum
573.56983,Klebsiella pneumoniae YZEF2-2C,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5735832,56.894955,5286707,100,NA,NA,YZEF2-2C,China,2022,Laying hen,Laying hen
573.56991,Klebsiella pneumoniae strain_52,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5762490,56.685272,5762490,100,0.3,NA,strain_52,Gaza Strip,2021,Homo sapiens,urine
573.57001,Klebsiella pneumoniae strain_65,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5676449,56.820633,5676449,100,0.2,NA,strain_65,Gaza Strip,2021,Homo sapiens,urine
573.57002,Klebsiella pneumoniae strain_69,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5428380,57.2532,5428380,100,0.1,NA,strain_69,Gaza Strip,2021,Homo sapiens,ear
573.57065,Klebsiella pneumoniae MAKM-3381,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5403180,57.397842,5403180,100,NA,NA,MAKM-3381,Uganda,2022,Homo sapiens,Rectal swab
573.57101,Klebsiella pneumoniae HMKP141603t,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5432219,57.353874,5172332,100,NA,NA,HMKP141603t,China,2014,Homo sapiens,clinically infected patient
573.57102,Klebsiella pneumoniae YZE1-3D,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5734026,56.896393,5286700,100,NA,NA,YZE1-3D,China,2022,Laying hen,Laying hen
573.57132,Klebsiella pneumoniae MAKM-3381,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,6282188,56.827396,5321788,100,NA,NA,MAKM-3381,Uganda,2022,Homo sapiens,Rectal swab
573.57166,Klebsiella pneumoniae MAKM-RS081,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5992101,56.690506,5319428,100,NA,NA,MAKM-RS081,Uganda,2022,Homo sapiens,Rectal swab
573.57168,Klebsiella pneumoniae 2020S05-051,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5857666,57.04533,5440071,100,0.4,NA,2020S05-051,Taiwan,2020,Homo sapiens,NA
573.57169,Klebsiella pneumoniae 2020C08-162,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5976957,56.474007,5457083,100,0.2,NA,2020C08-162,Taiwan,2020,Homo sapiens,NA
573.57171,Klebsiella pneumoniae 2020C07-229,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5870388,56.98022,5318633,100,0.1,NA,2020C07-229,Taiwan,2020,Homo sapiens,NA
573.57172,Klebsiella pneumoniae 2020C07-160,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5881311,56.804733,5485991,100,NA,NA,2020C07-160,Taiwan,2020,Homo sapiens,NA
573.57173,Klebsiella pneumoniae 2020C07-038,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5760784,57.19003,4780065,100,1.4,NA,2020C07-038,Taiwan,2020,Homo sapiens,NA
573.57174,Klebsiella pneumoniae 2016C06-161,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5880070,57.096157,5541393,100,0.1,NA,2016C06-161,Taiwan,2016,Homo sapiens,NA
573.57175,Klebsiella pneumoniae 2018C07-048,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5741164,56.92694,5416226,100,0.4,NA,2018C07-048,Taiwan,2018,Homo sapiens,NA
573.57176,Klebsiella pneumoniae 2020N17-130,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5633254,57.341797,5464048,100,0.1,NA,2020N17-130,Taiwan,2020,Homo sapiens,NA
573.57177,Klebsiella pneumoniae 2020C07-241,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5920500,56.979225,5424294,99.8,0.6,NA,2020C07-241,Taiwan,2020,Homo sapiens,NA
573.57178,Klebsiella pneumoniae 2020S09-111,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,2,5636179,57.286877,5541302,99.9,NA,NA,2020S09-111,Taiwan,2020,Homo sapiens,NA
573.5718,Klebsiella pneumoniae 2018C08-141,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5800910,56.874596,5383608,100,0.2,NA,2018C08-141,Taiwan,2018,Homo sapiens,NA
573.57181,Klebsiella pneumoniae 2020S07-151,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,6101140,56.53719,4955421,100,0.8,NA,2020S07-151,Taiwan,2020,Homo sapiens,NA
573.57182,Klebsiella pneumoniae 2020C01-025,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5747229,57.158695,5439096,100,0.3,NA,2020C01-025,Taiwan,2020,Homo sapiens,NA
573.57183,Klebsiella pneumoniae 2018C07-244,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5672887,57.068684,5308421,99.8,0.3,NA,2018C07-244,Taiwan,2018,Homo sapiens,NA
573.57184,Klebsiella pneumoniae 2020S09-154,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5976919,56.780426,4765236,100,0.1,NA,2020S09-154,Taiwan,2020,Homo sapiens,NA
573.57185,Klebsiella pneumoniae 2020S06-160,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,6044506,56.665043,5488009,100,NA,NA,2020S06-160,Taiwan,2020,Homo sapiens,NA
573.57186,Klebsiella pneumoniae 2020N17-097,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5751683,57.182133,5476994,100,0.2,NA,2020N17-097,Taiwan,2020,Homo sapiens,NA
573.57187,Klebsiella pneumoniae 2020N17-131,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5637300,57.33894,5468098,100,0.1,NA,2020N17-131,Taiwan,2020,Homo sapiens,NA
573.57188,Klebsiella pneumoniae MAKM-RS083,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5802984,56.905003,5231098,100,NA,NA,MAKM-RS083,Uganda,2022,Homo sapiens,Rectal swab
573.57201,Klebsiella pneumoniae 2018C06-172,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5732161,57.196003,5421775,100,NA,NA,2018C06-172,Taiwan,2018,Homo sapiens,NA
573.57202,Klebsiella pneumoniae 2020C07-116,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5878155,56.80978,5487710,100,NA,NA,2020C07-116,Taiwan,2020,Homo sapiens,NA
573.57203,Klebsiella pneumoniae 2018C07-121,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5824119,56.85617,5433659,100,0.1,NA,2018C07-121,Taiwan,2018,Homo sapiens,NA
573.57204,Klebsiella pneumoniae 2020S05-121,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,2,5506118,57.379646,5390751,99.9,0.1,NA,2020S05-121,Taiwan,2020,Homo sapiens,NA
573.57205,Klebsiella pneumoniae 2020C07-166,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5938609,56.75733,5487546,100,0.3,NA,2020C07-166,Taiwan,2020,Homo sapiens,NA
573.57206,Klebsiella pneumoniae 2020N06-159,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5777103,57.14989,5528089,100,0.2,NA,2020N06-159,Taiwan,2020,Homo sapiens,NA
573.57207,Klebsiella pneumoniae 2020N17-053,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,6016882,56.453243,5432432,100,0.1,NA,2020N17-053,Taiwan,2020,Homo sapiens,NA
573.57208,Klebsiella pneumoniae 2020C04-057,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5838075,56.841732,5435314,100,NA,NA,2020C04-057,Taiwan,2020,Homo sapiens,NA
573.57209,Klebsiella pneumoniae 2018C09-174,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5776288,57.147842,5526583,100,0.3,NA,2018C09-174,Taiwan,2018,Homo sapiens,NA
573.5721,Klebsiella pneumoniae 2018C09-155,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5821231,57.114105,5352123,100,0.1,NA,2018C09-155,Taiwan,2018,Homo sapiens,NA
573.57211,Klebsiella pneumoniae 2020N06-155,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5774883,57.154022,5526701,100,0.1,NA,2020N06-155,Taiwan,2020,Homo sapiens,NA
573.57212,Klebsiella pneumoniae 2020N17-065,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5629612,57.343403,5465734,100,0.1,NA,2020N17-065,Taiwan,2020,Homo sapiens,NA
573.57213,Klebsiella pneumoniae 2018C07-142,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5847315,56.8313,5441069,100,0.2,NA,2018C07-142,Taiwan,2018,Homo sapiens,NA
573.57214,Klebsiella pneumoniae 2020C07-177,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5943835,56.999195,5445559,100,0.1,NA,2020C07-177,Taiwan,2020,Homo sapiens,NA
573.57218,Klebsiella pneumoniae 2018N21-088,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5733599,56.87733,5257869,100,0.3,NA,2018N21-088,Taiwan,2018,Homo sapiens,NA
573.57219,Klebsiella pneumoniae 2018C06-156,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5534620,57.01667,5245325,100,0.1,NA,2018C06-156,Taiwan,2018,Homo sapiens,NA
573.5722,Klebsiella pneumoniae 2020C04-115,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5918421,56.764534,5434670,100,0.3,NA,2020C04-115,Taiwan,2020,Homo sapiens,NA
573.57221,Klebsiella pneumoniae 2018C07-039,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5629617,57.343422,5465738,100,NA,NA,2018C07-039,Taiwan,2018,Homo sapiens,NA
573.57222,Klebsiella pneumoniae 2016N08-086,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5837812,56.980373,5475219,100,0.2,NA,2016N08-086,Taiwan,2016,Homo sapiens,NA
573.57223,Klebsiella pneumoniae 2016N17-469,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5652673,56.90499,5259269,100,NA,NA,2016N17-469,Taiwan,2016,Homo sapiens,NA
573.57229,Klebsiella pneumoniae 2018C06-162,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5731885,57.19593,5421901,100,0.1,NA,2018C06-162,Taiwan,2018,Homo sapiens,NA
573.57254,Klebsiella pneumoniae DX2-3hy,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5794571,57.056423,5423034,100,NA,NA,DX2-3hy,China,2019,Elephant,feces
573.57255,Klebsiella pneumoniae KpIM03_1,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5773102,57.03911,5368419,100,0.3,NA,KpIM03_1,China,2019,Patient,sputum
573.57256,Klebsiella pneumoniae KpIM03_1,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5577404,57.18892,5214258,100,NA,NA,KpIM03_1,China,2019,Patient,sputum
573.57264,Klebsiella pneumoniae DX3-2hy,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5794206,57.05629,5422670,100,NA,NA,DX3-2hy,China,2019,Elephant,feces
573.57285,Klebsiella pneumoniae MAKM-RS045,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5929531,56.926384,5403338,100,9.3,NA,MAKM-RS045,Uganda,2022,Homo sapiens,Rectal swab
573.57295,Klebsiella pneumoniae KP1,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5292884,57.43115,5103846,100,0.1,NA,KP1,China,2021,Swine,pig farm
573.57296,Klebsiella pneumoniae MAKM-5490,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5975741,56.76395,5403180,100,NA,NA,MAKM-5490,Uganda,2022,Homo sapiens,Rectal swab
573.57333,Klebsiella pneumoniae FJ8-TC,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5986115,57.092472,5533254,100,0.2,NA,FJ8-TC,China,2021,Homo sapiens,NA
573.57334,Klebsiella pneumoniae T877-PC,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5443920,57.22797,5270473,100,NA,NA,T877-PC,China,2021,Homo sapiens,NA
573.57364,Klebsiella pneumoniae F1025,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,7,5917483,56.990192,5424169,100,NA,NA,F1025,China,2023,Homo sapiens,feces
573.57365,Klebsiella pneumoniae KP9,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,7,5768427,56.730022,5277676,100,NA,NA,KP9,China,2021,Homo sapiens,NA
573.57366,Klebsiella pneumoniae SP1030,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5896224,57.00406,5477323,100,NA,NA,SP1030,China,2023,Homo sapiens,sputum
573.58201,Klebsiella pneumoniae 2023CK-00047,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5667487,57.113125,5403490,100,NA,NA,2023CK-00047,USA,2022,Homo sapiens,urine
573.58202000000006,Klebsiella pneumoniae 2023CK-00111,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5891336,56.672577,5337276,100,NA,NA,2023CK-00111,USA,2023,Homo sapiens,urine
573.58203,Klebsiella pneumoniae AZJ065,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5548890,57.1242,5273117,100,0.1,NA,AZJ065,China,2018,Homo sapiens,blood
573.5821,Klebsiella pneumoniae Kp_2016-1198,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5510693,57.14597,5245077,100,NA,NA,Kp_2016-1198,Norway,2016,NA,Bivalve mollusc
573.58211,Klebsiella pneumoniae Kp_2016-319,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5489258,57.33815,5273997,100,NA,NA,Kp_2016-319,Norway,2016,NA,Bivalve mollusc
573.58212,Klebsiella pneumoniae Kp_2019-1764,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5335409,57.329437,5197806,100,NA,NA,Kp_2019-1764,Norway,2019,NA,Bivalve mollusc
573.58213,Klebsiella pneumoniae Kp_2019-1792,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5577689,57.250538,5303093,100,NA,NA,Kp_2019-1792,Norway,2019,NA,Bivalve mollusc
573.58214,Klebsiella pneumoniae Kp_2016-1200,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5502481,57.389023,5312007,100,NA,NA,Kp_2016-1200,Norway,2016,NA,Bivalve mollusc
573.58354,Klebsiella pneumoniae GDFK0181,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5350988,57.588787,5350988,100,NA,NA,GDFK0181,China,2019,Homo sapiens,Puncture fluid
573.58355,Klebsiella pneumoniae GDFK0508,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5451191,57.444126,5451191,100,NA,NA,GDFK0508,China,2016,Homo sapiens,sputum
573.58396,Klebsiella pneumoniae CRKP-F1,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5843268,56.967403,5429661,100,NA,NA,CRKP-F1,NA,2021,Homo sapiens,feces
573.58397,Klebsiella pneumoniae CRKP-B8,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5938675,56.974644,5506140,100,NA,NA,CRKP-B8,NA,2022,Homo sapiens,blood
573.58408,Klebsiella pneumoniae 505107,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5352160,57.38515,5045819,60.4,3.4,NA,505107,Egypt,2016,Homo sapiens,NA
573.58409,Klebsiella pneumoniae 489766,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5706299,57.04852,5405835,60.2,4.1,NA,489766,Ukraine,2014,Homo sapiens,respiratory
