genome_id,genome_name,other_names,ncbi_taxon_id,taxon_lineage_i_ds,taxon_lineage_names,superkingdom,kingdom,phylum,class,order,family,genus,species,genome_status,strain,serovar,biovar,pathovar,mlst,segment,subtype,h_type,n_type,h1_clade_global,h1_clade_us,h5_clade,p_h1n1_like,lineage,clade,subclade,other_typing,culture_collection,type_strain,reference,genome_quality,completion_date,publication,authors,bio_project_accession,bio_sample_accession,assembly_accession,sra_accession,gen_bank_accessions,sequencing_center,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosome,plasmids,contigs,size,gc_content,contig_l50,contig_n50,trna,rrna,mat_peptide,cds,coarse_consistency,fine_consistency,check_m_contamination,check_m_completeness,genome_quality_flags,isolation_source,isolation_comments,collection_date,collection_year,season,isolation_country,state_province,county,city,geographic_group,geographic_location,other_environmental,host_name,host_common_name,host_sex,host_age,host_health,host_group,lab_host,passage,other_clinical,additional_metadata,comments,date_inserted,date_modified
573.82135,Klebsiella pneumoniae 18473,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,18473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2024-11-01T00:00:00Z,NA,NA,PRJEB80309,SAMEA116056799,NA,NA,"OZ185742,OZ185743,OZ185744,OZ185745,OZ185746,OZ185747,OZ185748,OZ185749,OZ185750",NA,NA,NA,NA,NA,NA,7,9,5830667,57.04299,1,3776135,88,25,NA,5751,99.6,98.4,0.2,100,NA,clinical material,NA,2020,2020,NA,Greece,NA,NA,NA,Europe,Greece,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2025-02-05T23:15:38Z,2025-02-05T23:15:38Z
573.82136,Klebsiella pneumoniae 18535,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,18535,NA,NA,NA,MLST.Klebsiella_pneumoniae.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2024-11-01T00:00:00Z,NA,NA,PRJEB80309,SAMEA116056800,NA,NA,"OZ185756,OZ185757,OZ185758,OZ185759,OZ185760,OZ185761,OZ185762,OZ185763",NA,NA,NA,NA,NA,NA,6,8,5920914,56.919403,1,3589510,89,25,NA,5957,99.6,98.2,NA,100,NA,clinical material,NA,2020,2020,NA,Greece,NA,NA,NA,Europe,Greece,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2025-02-05T23:17:24Z,2025-02-05T23:17:24Z
573.83417,Klebsiella pneumoniae 2024CK-00187,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,2024CK-00187,NA,NA,NA,MLST.Klebsiella_pneumoniae.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-19T00:00:00Z,NA,NA,PRJNA812595,SAMN39998268,NA,NA,ABQIHB000000000,NA,NA,Oxford Nanopore GridION; Illumina MiSeq,100.0x,Unicycler v. 0.5.0,NA,1,2,5560271,56.972584,1,5219756,88,25,NA,5488,99.8,98.5,NA,100,NA,urine,NA,2023-01-24,2023,NA,USA,NA,NA,NA,North America,USA,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2025-04-18T20:01:08Z,2025-04-18T20:01:08Z
573.8349,Klebsiella pneumoniae KPZM6,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPZM6,NA,NA,NA,MLST.Klebsiella_pneumoniae.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-01-28T00:00:00Z,NA,NA,PRJNA1212823,SAMN46310667,NA,NA,"CP178493,CP178494",NA,NA,Illumina; Oxford Nanopore,150.0x,Unicycler v. 0.4.8,NA,1,2,5397156,57.285652,1,5143477,88,25,NA,5292,99.3,98,NA,100,NA,patient,NA,2020-05-16,2020,NA,China,NA,NA,NA,Asia,China: Zhejiang,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,sample_type:Pus,NA,2025-04-18T23:13:31Z,2025-04-18T23:13:31Z
573.83491,Klebsiella pneumoniae KP09,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-01-29T00:00:00Z,NA,NA,PRJNA1211817,SAMN46285630,NA,NA,"CP178564,CP178569,CP178570,CP178571,CP178572,CP178573,CP178566,CP178568,CP178567,CP178565",NA,NA,Oxford Nanopore MinION,12.0x,SPAdes v. 3.11.1,NA,9,10,5775703,56.636276,1,5261145,89,25,NA,5814,99.4,98,NA,100,NA,NA,NA,2022-09-08,2022,NA,China,NA,NA,NA,Asia,China: zhejiang,NA,Intestinal,NA,NA,NA,NA,NA,NA,NA,NA,sample_type:intestinal,NA,2025-04-18T23:19:21Z,2025-04-18T23:19:21Z
573.8352,Klebsiella pneumoniae J21CTR26,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,J21CTR26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-01-31T00:00:00Z,NA,NA,PRJNA1134176,SAMN42395444,NA,NA,"CP160464,CP160465,CP160466,CP160467",NA,NA,Illumina,60.0x,unicycler v. v.0.4.4,NA,3,4,6138328,56.337784,1,5404868,92,25,NA,6332,99.7,98.1,NA,100,NA,NA,NA,2021-04-01,2021,NA,China,NA,NA,NA,Asia,China: Jiangxi,NA,Chicken,Chicken,NA,NA,NA,Avian,NA,NA,NA,sample_type:environmental sample,NA,2025-04-19T00:01:16Z,2025-04-19T00:01:16Z
573.83521,Klebsiella pneumoniae J21CTR30,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,J21CTR30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-01-31T00:00:00Z,NA,NA,PRJNA1134183,SAMN42395767,NA,NA,"CP160639,CP160640,CP160641,CP160642",NA,NA,Illumina,60.0x,unicycler v. v.0.4.4,NA,3,4,6140821,56.31944,1,5405166,92,25,NA,6340,99.8,98.2,NA,100,NA,NA,NA,2021-04-01,2021,NA,China,NA,NA,NA,Asia,China: Jiangxi,NA,Chicken,Chicken,NA,NA,NA,Avian,NA,NA,NA,sample_type:environmental sample,NA,2025-04-19T00:01:09Z,2025-04-19T00:01:09Z
573.83522,Klebsiella pneumoniae KpA1806,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KpA1806,NA,NA,NA,MLST.Klebsiella_pneumoniae.1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-02T00:00:00Z,NA,NA,PRJNA1215308,SAMN46401058,NA,NA,"CP178846,CP178847,CP178848",NA,NA,PacBio Sequel,100.0x,SPAdes v. 3.15.4,NA,2,3,5532872,57.261436,1,5342814,88,25,NA,5531,99.4,98.7,0.2,100,NA,NA,NA,2013-12,2013,NA,China,NA,NA,NA,Asia,China: Sanya,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,sample_type:mixed culture,NA,2025-04-19T00:12:49Z,2025-04-19T00:12:49Z
573.83523,Klebsiella pneumoniae KPZ2,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPZ2,NA,NA,NA,MLST.Klebsiella_pneumoniae.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-02T00:00:00Z,NA,NA,PRJNA1194792,SAMN45199451,NA,NA,"CP178862,CP178863",NA,NA,PacBio,200.0x,SOAPdenovo v. 2.04,NA,1,2,5726841,57.13167,1,5582708,87,25,NA,5715,99.5,98.2,NA,100,NA,sputum,NA,2020-02-01,2020,NA,China,NA,NA,NA,Asia,China:Zhengzhou city,NA,Homo sapiens,Human,NA,NA,Klebsiella pneumoniae pneumonia,Human,NA,NA,NA,"collected_by:Rui Zhu,Yingwei Li",NA,2025-04-19T00:11:04Z,2025-04-19T00:11:04Z
573.83586,Klebsiella pneumoniae 24-5,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,24-5,NA,NA,NA,MLST.Klebsiella_pneumoniae.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-04T00:00:00Z,NA,NA,PRJNA1198401,SAMN45842426,NA,NA,"CP179713,CP179714,CP179715,CP179716,CP179717",NA,NA,Illumina HiSeq,12.0x,SPAdes v. 3.11.1,NA,4,5,5663157,57.056427,1,5286805,86,25,NA,5586,99.4,98,NA,100,NA,blood,NA,2024-04-17,2024,NA,China,NA,NA,NA,Asia,China,NA,Homo sapiens,Human,NA,NA,fever,Human,NA,NA,NA,collected_by:Ling Xin,NA,2025-04-19T00:34:00Z,2025-04-19T00:34:00Z
573.83591,Klebsiella pneumoniae,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,Klebsiella,NA,NA,NA,MLST.Klebsiella_pneumoniae.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-05T00:00:00Z,NA,NA,PRJNA1192565,SAMN45115372,NA,NA,CP179921,NA,NA,Illumina,12.0x,SPAdes v. DEC-2023,NA,NA,1,5696702,57.15389,1,5696702,88,25,NA,5634,99.6,98.2,0.1,100,NA,feces,NA,2023-11-06,2023,NA,India,NA,NA,NA,Asia,India,NA,Homo sapiens,Human,NA,NA,Fever,Human,NA,NA,NA,collected_by:DR Ulhas Patil Medical College,NA,2025-04-19T00:39:41Z,2025-04-19T00:39:41Z
573.83623,Klebsiella pneumoniae CRhvKp175,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,CRhvKp175,NA,NA,NA,MLST.Klebsiella_pneumoniae.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-10T00:00:00Z,NA,NA,PRJNA1202915,SAMN45965231,NA,NA,"CP180245,CP180253,CP180255,CP180256,CP180257,CP180252,CP180254,CP180251,CP180246,CP180247,CP180248,CP180249",NA,NA,Oxford Nanopore MinION,59.0x,Flye v. Nov 2024,NA,12,13,6036721,56.911903,1,5423006,93,25,NA,6272,99.8,97.6,NA,100,NA,urine,NA,2019,2019,NA,Taiwan,NA,NA,NA,Asia,Taiwan,NA,Homo sapiens,Human,NA,NA,UTI,Human,NA,NA,NA,collected_by:Ming-Cheng Wang,NA,2025-04-19T04:42:23Z,2025-04-19T04:42:23Z
573.83634,Klebsiella pneumoniae Klebsiella pneumoniae 7EL,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,Klebsiella pneumoniae 7EL,NA,NA,NA,MLST.Klebsiella_pneumoniae.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-11T00:00:00Z,NA,NA,PRJNA1218670,SAMN46528103,NA,NA,CP180288,NA,NA,Illumina MiniSeq,100.0x,Uncycler v. 0.4.8,NA,NA,1,4636093,58.327675,1,4636093,34,NA,NA,4619,96,93.4,3,96.3,NA,surface water for irrigation,NA,2024-03-16,2024,NA,Mexico,NA,NA,NA,North America,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,collected_by:Virgilio Bocanegra Garcia,NA,2025-04-19T05:45:25Z,2025-04-19T05:45:25Z
573.83635,Klebsiella pneumoniae KpSJTU083C3,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KpSJTU083C3,NA,NA,NA,MLST.Klebsiella_pneumoniae.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-11T00:00:00Z,NA,NA,PRJNA1206168,SAMN46073280,NA,NA,CP180314,NA,NA,Illumina NovaSeq; Oxford Nanopore,200.0x,Fyle v. v2.9.1-b1781; Unicycler v. v0.5.0,NA,NA,1,5291518,57.448883,1,5291518,88,25,NA,5106,99.6,98.7,NA,100,NA,blood stream,NA,2021-09-01,2021,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample_type:Whole organism,NA,2025-04-19T05:46:10Z,2025-04-19T05:46:10Z
573.83636,Klebsiella pneumoniae KpSJTU083C4,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KpSJTU083C4,NA,NA,NA,MLST.Klebsiella_pneumoniae.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-11T00:00:00Z,NA,NA,PRJNA1206172,SAMN46073297,NA,NA,CP180315,NA,NA,Illumina NovaSeq; Oxford Nanopore,200.0x,Fyle v. v2.9.1-b1781; Unicycler v. v0.5.0,NA,NA,1,5291209,57.448383,1,5291209,88,25,NA,5104,99.6,98.7,NA,100,NA,blood stream,NA,2021-09-01,2021,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample_type:Whole organism,NA,2025-04-19T05:50:51Z,2025-04-19T05:50:51Z
573.83637,Klebsiella pneumoniae KPN683,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPN683,NA,NA,NA,MLST.Klebsiella_pneumoniae.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-11T00:00:00Z,NA,NA,PRJNA1209207,SAMN46209085,NA,NA,"CP180331,CP180332,CP180333,CP180334,CP180335,CP180336",NA,NA,Oxford Nanopore,1.0x,SPAdes v. 13.3.0,NA,5,6,5937578,56.89648,1,5388547,87,25,NA,6079,99.6,98.1,0.2,100,NA,Ascitic fluid,NA,2024-02-08,2024,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,Homo sapiens,Human,NA,NA,Allograft dysfunction,Human,NA,NA,NA,collected_by:Chengkang Tang,NA,2025-04-19T05:47:18Z,2025-04-19T05:47:18Z
573.83638,Klebsiella pneumoniae KPN728,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPN728,NA,NA,NA,MLST.Klebsiella_pneumoniae.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-11T00:00:00Z,NA,NA,PRJNA1209209,SAMN46209106,NA,NA,"CP180337,CP180338,CP180339,CP180340,CP180341,CP180342",NA,NA,Oxford Nanopore,1.0x,SPAdes v. 13.3.0,NA,5,6,5917246,56.90745,1,5381823,87,25,NA,6059,99.6,98.1,0.2,100,NA,Drainage fluid,NA,2024-02-14,2024,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,Homo sapiens,Human,NA,NA,Acute hepatic failure,Human,NA,NA,NA,collected_by:Chengkang Tang,NA,2025-04-19T05:51:07Z,2025-04-19T05:51:07Z
573.83639,Klebsiella pneumoniae KPN2788,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPN2788,NA,NA,NA,MLST.Klebsiella_pneumoniae.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-11T00:00:00Z,NA,NA,PRJNA1209201,SAMN46209064,NA,NA,"CP180325,CP180326,CP180328,CP180327,CP180329,CP180330",NA,NA,Oxford Nanopore,1.0x,SPAdes v. 13.3.0,NA,5,6,5881292,56.916523,1,5383905,87,25,NA,5992,99.7,98.2,0.1,100,NA,bile,NA,2023-07-03,2023,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,Homo sapiens,Human,NA,NA,Allograft dysfunction,Human,NA,NA,NA,collected_by:Weiwei Yang,NA,2025-04-19T05:47:33Z,2025-04-19T05:47:33Z
573.8364,Klebsiella pneumoniae KPN2663,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPN2663,NA,NA,NA,MLST.Klebsiella_pneumoniae.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-11T00:00:00Z,NA,NA,PRJNA1208411,SAMN46178624,NA,NA,"CP180324,CP180319,CP180320,CP180321,CP180322,CP180323",NA,NA,Oxford Nanopore,1.0x,SPAdes v. 13.3.0,NA,5,6,5931780,56.899868,1,5384102,87,25,NA,6072,99.6,98.2,0.1,100,NA,Ascitic fluid,NA,2023-06-25,2023,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,Homo sapiens,Human,NA,NA,Acute hepatic failure,Human,NA,NA,NA,collected_by:Weiwei Yang,NA,2025-04-19T05:48:21Z,2025-04-19T05:48:21Z
573.83642,Klebsiella pneumoniae KPN845,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPN845,NA,NA,NA,MLST.Klebsiella_pneumoniae.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-12T00:00:00Z,NA,NA,PRJNA1209211,SAMN46209131,NA,NA,"CP180398,CP180399,CP180400,CP180401,CP180402,CP180403",NA,NA,Oxford Nanopore,1.0x,SPAdes v. 13.3.0,NA,5,6,5950541,56.88681,1,5381812,87,25,NA,6112,99.7,97.9,0.2,100,NA,Ascitic fluid,NA,2024-02-22,2024,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,Homo sapiens,Human,NA,NA,Decompensated cirrhosis,Human,NA,NA,NA,collected_by:Chengkang Tang,NA,2025-04-19T05:57:25Z,2025-04-19T05:57:25Z
573.83643,Klebsiella pneumoniae LAhvKp90,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,LAhvKp90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-12T00:00:00Z,NA,NA,PRJNA1202730,SAMN45964007,NA,NA,"CP180415,CP180416,CP180417",NA,NA,Oxford Nanopore MinION,67.0x,Flye v. Jan 2024,NA,2,3,5632902,57.07728,1,5404672,88,25,NA,5572,99.6,97.6,0.3,100,NA,liver,NA,2017,2017,NA,Taiwan,NA,NA,NA,Asia,Taiwan,NA,Homo sapiens,Human,NA,NA,Liver abscess,Human,NA,NA,NA,collected_by:Yu-Tsung Huang,NA,2025-04-19T05:59:36Z,2025-04-19T05:59:36Z
573.83644,Klebsiella pneumoniae KpSJTU083C2,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KpSJTU083C2,NA,NA,NA,MLST.Klebsiella_pneumoniae.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2025-02-12T00:00:00Z,NA,NA,PRJNA1206161,SAMN46073277,NA,NA,CP180377,NA,NA,Illumina NovaSeq; Oxford Nanopore,200.0x,Fyle v. v2.9.1-b1781; Unicycler v. v0.5.0,NA,NA,1,5290442,57.45178,1,5290442,88,25,NA,5104,99.6,98.7,NA,100,NA,blood stream,NA,2021-09-01,2021,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample_type:Whole organism,NA,2025-04-19T05:58:07Z,2025-04-19T05:58:07Z
